[["1:1","Ἀποκάλυψις","N- ----NSF-","ἀποκάλυψις"],
["11:15","ἡμῶν","RP ----GP--","ἐγώ"],
["11:15","καὶ","C- --------","καί"],
["11:15","τοῦ","RA ----GSM-","ὁ"],
["11:15","χριστοῦ","N- ----GSM-","Χριστός"],
["11:15","αὐτοῦ,","RP ----GSM-","αὐτός"],
["11:15","καὶ","C- --------","καί"],
["11:15","βασιλεύσει","V- 3FAI-S--","βασιλεύω"],
["11:15","εἰς","P- --------","εἰς"],
["11:15","τοὺς","RA ----APM-","ὁ"],
["11:15","αἰῶνας","N- ----APM-","αἰών"],
["11:15","τῶν","RA ----GPM-","ὁ"],
["11:15","αἰώνων.","N- ----GPM-","αἰών"],
["11:16","Καὶ","C- --------","καί"],
["11:16","οἱ","RA ----NPM-","ὁ"],
["11:16","εἴκοσι","A- ----NPM-","εἴκοσι(ν)"],
["11:16","τέσσαρες","A- ----NPM-","τέσσαρες"],
["11:16","πρεσβύτεροι","A- ----NPM-","πρεσβύτερος"],
["11:16","οἱ","RA ----NPM-","ὁ"],
["11:16","ἐνώπιον","P- --------","ἐνώπιον"],
["11:16","τοῦ","RA ----GSM-","ὁ"],
["11:16","⸂θεοῦ","N- ----GSM-","θεός"],
["11:16","καθήμενοι⸃","V- -PMPNPM-","κάθημαι"],
["11:16","ἐπὶ","P- --------","ἐπί"],
["11:16","τοὺς","RA ----APM-","ὁ"],
["11:16","θρόνους","N- ----APM-","θρόνος"],
["11:16","αὐτῶν","RP ----GPM-","αὐτός"],
["11:16","ἔπεσαν","V- 3AAI-P--","πίπτω"],
["11:16","ἐπὶ","P- --------","ἐπί"],
["11:16","τὰ","RA ----APN-","ὁ"],
["11:16","πρόσωπα","N- ----APN-","πρόσωπον"],
["11:16","αὐτῶν","RP ----GPM-","αὐτός"],
["11:16","καὶ","C- --------","καί"],
["11:16","προσεκύνησαν","V- 3AAI-P--","προσκυνέω"],
["11:16","τῷ","RA ----DSM-","ὁ"],
["11:16","θεῷ,","N- ----DSM-","θεός"],
["11:17","λέγοντες·","V- -PAPNPM-","λέγω"],
["11:17","Εὐχαριστοῦμέν","V- 1PAI-P--","εὐχαριστέω"],
["11:17","σοι,","RP ----DS--","σύ"],
["11:17","κύριε,","N- ----VSM-","κύριος"],
["11:17","ὁ","RA ----VSM-","ὁ"],
["11:17","θεός,","N- ----VSM-","θεός"],
["11:17","ὁ","RA ----VSM-","ὁ"],
["11:17","παντοκράτωρ,","N- ----VSM-","παντοκράτωρ"],
["11:17","ὁ","RA ----VSM-","ὁ"],
["11:17","ὢν","V- -PAPVSM-","εἰμί"],
["11:17","καὶ","C- --------","καί"],
["11:17","ὁ","RA ----VSM-","ὁ"],
["11:17","ἦν,","V- 3IAI-S--","εἰμί"],
["11:17","ὅτι","C- --------","ὅτι"],
["11:17","εἴληφας","V- 2XAI-S--","λαμβάνω"],
["11:17","τὴν","RA ----ASF-","ὁ"],
["11:17","δύναμίν","N- ----ASF-","δύναμις"],
["11:17","σου","RP ----GS--","σύ"],
["11:17","τὴν","RA ----ASF-","ὁ"],
["11:17","μεγάλην","A- ----ASF-","μέγας"],
["11:17","καὶ","C- --------","καί"],
["11:17","ἐβασίλευσας.","V- 2AAI-S--","βασιλεύω"],
["11:18","καὶ","C- --------","καί"],
["11:18","τὰ","RA ----NPN-","ὁ"],
["11:18","ἔθνη","N- ----NPN-","ἔθνος"],
["11:18","ὠργίσθησαν,","V- 3API-P--","ὀργίζομαι"],
["11:18","καὶ","C- --------","καί"],
["11:18","ἦλθεν","V- 3AAI-S--","ἔρχομαι"],
["11:18","ἡ","RA ----NSF-","ὁ"],
["11:18","ὀργή","N- ----NSF-","ὀργή"],
["11:18","σου","RP ----GS--","σύ"],
["11:18","καὶ","C- --------","καί"],
["11:18","ὁ","RA ----NSM-","ὁ"],
["11:18","καιρὸς","N- ----NSM-","καιρός"],
["11:18","τῶν","RA ----GPM-","ὁ"],
["11:18","νεκρῶν","A- ----GPM-","νεκρός"],
["11:18","κριθῆναι","V- -APN----","κρίνω"],
["11:18","καὶ","C- --------","καί"],
["11:18","δοῦναι","V- -AAN----","δίδωμι"],
["11:18","τὸν","RA ----ASM-","ὁ"],
["11:18","μισθὸν","N- ----ASM-","μισθός"],
["11:18","τοῖς","RA ----DPM-","ὁ"],
["11:18","δούλοις","N- ----DPM-","δοῦλος"],
["11:18","σου","RP ----GS--","σύ"],
["11:18","τοῖς","RA ----DPM-","ὁ"],
["11:18","προφήταις","N- ----DPM-","προφήτης"],
["11:18","καὶ","C- --------","καί"],
["11:18","τοῖς","RA ----DPM-","ὁ"],
["11:18","ἁγίοις","A- ----DPM-","ἅγιος"],
["11:18","καὶ","C- --------","καί"],
["11:18","τοῖς","RA ----DPM-","ὁ"],
["11:18","φοβουμένοις","V- -PMPDPM-","φοβέομαι"],
["11:18","τὸ","RA ----ASN-","ὁ"],
["11:18","ὄνομά","N- ----ASN-","ὄνομα"],
["11:18","σου,","RP ----GS--","σύ"],
["11:18","⸂τοὺς","RA ----APM-","ὁ"],
["11:18","μικροὺς","A- ----APM-","μικρός"],
["11:18","καὶ","C- --------","καί"],
["11:18","τοὺς","RA ----APM-","ὁ"],
["11:18","μεγάλους⸃,","A- ----APM-","μέγας"],
["11:18","καὶ","C- --------","καί"],
["11:18","διαφθεῖραι","V- -AAN----","διαφθείρω"],
["11:18","τοὺς","RA ----APM-","ὁ"],
["11:18","διαφθείροντας","V- -PAPAPM-","διαφθείρω"],
["11:18","τὴν","RA ----ASF-","ὁ"],
["11:18","γῆν.","N- ----ASF-","γῆ"],
["11:19","Καὶ","C- --------","καί"],
["11:19","ἠνοίγη","V- 3API-S--","ἀνοίγω"],
["11:19","ὁ","RA ----NSM-","ὁ"],
["11:19","ναὸς","N- ----NSM-","ναός"],
["11:19","τοῦ","RA ----GSM-","ὁ"],
["11:19","θεοῦ","N- ----GSM-","θεός"],
["11:19","⸀ὁ","RA ----NSM-","ὁ"],
["11:19","ἐν","P- --------","ἐν"],
["11:19","τῷ","RA ----DSM-","ὁ"],
["11:19","οὐρανῷ,","N- ----DSM-","οὐρανός"],
["11:19","καὶ","C- --------","καί"],
["11:19","ὤφθη","V- 3API-S--","ὁράω"],
["11:19","ἡ","RA ----NSF-","ὁ"],
["11:19","κιβωτὸς","N- ----NSF-","κιβωτός"],
["11:19","τῆς","RA ----GSF-","ὁ"],
["11:19","διαθήκης","N- ----GSF-","διαθήκη"],
["11:19","⸀αὐτοῦ","RP ----GSM-","αὐτός"],
["11:19","ἐν","P- --------","ἐν"],
["11:19","τῷ","RA ----DSM-","ὁ"],
["11:19","ναῷ","N- ----DSM-","ναός"],
["11:19","αὐτοῦ·","RP ----GSM-","αὐτός"],
["11:19","καὶ","C- --------","καί"],
["11:19","ἐγένοντο","V- 3AMI-P--","γίνομαι"],
["11:19","ἀστραπαὶ","N- ----NPF-","ἀστραπή"],
["11:19","καὶ","C- --------","καί"],
["11:19","φωναὶ","N- ----NPF-","φωνή"],
["11:19","καὶ","C- --------","καί"],
["11:19","βρονταὶ","N- ----NPF-","βροντή"],
["11:19","⸂καὶ","C- --------","καί"],
["11:19","σεισμὸς⸃","N- ----NSM-","σεισμός"],
["11:19","καὶ","C- --------","καί"],
["11:19","χάλαζα","N- ----NSF-","χάλαζα"],
["11:19","μεγάλη.","A- ----NSF-","μέγας"],
["12:1","Καὶ","C- --------","καί"],
["12:1","σημεῖον","N- ----NSN-","σημεῖον"],
["12:1","μέγα","A- ----NSN-","μέγας"],
["12:1","ὤφθη","V- 3API-S--","ὁράω"],
["12:1","ἐν","P- --------","ἐν"],
["12:1","τῷ","RA ----DSM-","ὁ"],
["12:1","οὐρανῷ,","N- ----DSM-","οὐρανός"],
["12:1","γυνὴ","N- ----NSF-","γυνή"],
["12:1","περιβεβλημένη","V- -XMPNSF-","περιβάλλω"],
["12:1","τὸν","RA ----ASM-","ὁ"],
["12:1","ἥλιον,","N- ----ASM-","ἥλιος"],
["12:1","καὶ","C- --------","καί"],
["12:1","ἡ","RA ----NSF-","ὁ"],
["12:1","σελήνη","N- ----NSF-","σελήνη"],
["12:1","ὑποκάτω","P- --------","ὑποκάτω"],
["12:1","τῶν","RA ----GPM-","ὁ"],
["12:1","ποδῶν","N- ----GPM-","πούς"],
["12:1","αὐτῆς,","RP ----GSF-","αὐτός"],
["12:1","καὶ","C- --------","καί"],
["12:1","ἐπὶ","P- --------","ἐπί"],
["12:1","τῆς","RA ----GSF-","ὁ"],
["12:1","κεφαλῆς","N- ----GSF-","κεφαλή"],
["12:1","αὐτῆς","RP ----GSF-","αὐτός"],
["12:1","στέφανος","N- ----NSM-","στέφανος"],
["12:1","ἀστέρων","N- ----GPM-","ἀστήρ"],
["12:1","δώδεκα,","A- ----GPM-","δώδεκα"],
["12:2","καὶ","C- --------","καί"],
["12:2","ἐν","P- --------","ἐν"],
["12:2","γαστρὶ","N- ----DSF-","γαστήρ"],
["12:2","ἔχουσα·","V- -PAPNSF-","ἔχω"],
["12:2","⸂καὶ","C- --------","καί"],
["12:2","κράζει⸃","V- 3PAI-S--","κράζω"],
["12:2","ὠδίνουσα","V- -PAPNSF-","ὠδίνω"],
["12:2","καὶ","C- --------","καί"],
["12:2","βασανιζομένη","V- -PPPNSF-","βασανίζω"],
["12:2","τεκεῖν.","V- -AAN----","τίκτω"],
["12:3","καὶ","C- --------","καί"],
["12:3","ὤφθη","V- 3API-S--","ὁράω"],
["12:3","ἄλλο","A- ----NSN-","ἄλλος"],
["12:3","σημεῖον","N- ----NSN-","σημεῖον"],
["12:3","ἐν","P- --------","ἐν"],
["12:3","τῷ","RA ----DSM-","ὁ"],
["12:3","οὐρανῷ,","N- ----DSM-","οὐρανός"],
["12:3","καὶ","C- --------","καί"],
["12:3","ἰδοὺ","X- --------","ἰδού"],
["12:3","δράκων","N- ----NSM-","δράκων"],
["12:3","⸂μέγας","A- ----NSM-","μέγας"],
["12:3","πυρρός⸃,","A- ----NSM-","πυρρός"],
["12:3","ἔχων","V- -PAPNSM-","ἔχω"],
["12:3","κεφαλὰς","N- ----APF-","κεφαλή"],
["12:3","ἑπτὰ","A- ----APF-","ἑπτά"],
["12:3","καὶ","C- --------","καί"],
["12:3","κέρατα","N- ----APN-","κέρας"],
["12:3","δέκα","A- ----APN-","δέκα"],
["12:3","καὶ","C- --------","καί"],
["12:3","ἐπὶ","P- --------","ἐπί"],
["12:3","τὰς","RA ----APF-","ὁ"],
["12:3","κεφαλὰς","N- ----APF-","κεφαλή"],
["12:3","αὐτοῦ","RP ----GSM-","αὐτός"],
["12:3","ἑπτὰ","A- ----APN-","ἑπτά"],
["12:3","διαδήματα,","N- ----APN-","διάδημα"],
["12:4","καὶ","C- --------","καί"],
["12:4","ἡ","RA ----NSF-","ὁ"],
["12:4","οὐρὰ","N- ----NSF-","οὐρά"],
["12:4","αὐτοῦ","RP ----GSM-","αὐτός"],
["12:4","σύρει","V- 3PAI-S--","σύρω"],
["12:4","τὸ","RA ----ASN-","ὁ"],
["12:4","τρίτον","A- ----ASN-","τρίτος"],
["12:4","τῶν","RA ----GPM-","ὁ"],
["12:4","ἀστέρων","N- ----GPM-","ἀστήρ"],
["12:4","τοῦ","RA ----GSM-","ὁ"],
["12:4","οὐρανοῦ,","N- ----GSM-","οὐρανός"],
["12:4","καὶ","C- --------","καί"],
["12:4","ἔβαλεν","V- 3AAI-S--","βάλλω"],
["12:4","αὐτοὺς","RP ----APM-","αὐτός"],
["12:4","εἰς","P- --------","εἰς"],
["12:4","τὴν","RA ----ASF-","ὁ"],
["12:4","γῆν.","N- ----ASF-","γῆ"],
["12:4","καὶ","C- --------","καί"],
["12:4","ὁ","RA ----NSM-","ὁ"],
["12:4","δράκων","N- ----NSM-","δράκων"],
["12:4","ἕστηκεν","V- 3XAI-S--","ἵστημι"],
["12:4","ἐνώπιον","P- --------","ἐνώπιον"],
["12:4","τῆς","RA ----GSF-","ὁ"],
["12:4","γυναικὸς","N- ----GSF-","γυνή"],
["12:4","τῆς","RA ----GSF-","ὁ"],
["12:4","μελλούσης","V- -PAPGSF-","μέλλω"],
["12:4","τεκεῖν,","V- -AAN----","τίκτω"],
["12:4","ἵνα","C- --------","ἵνα"],
["12:4","ὅταν","C- --------","ὅταν"],
["12:4","τέκῃ","V- 3AAS-S--","τίκτω"],
["12:4","τὸ","RA ----ASN-","ὁ"],
["12:4","τέκνον","N- ----ASN-","τέκνον"],
["12:4","αὐτῆς","RP ----GSF-","αὐτός"],
["12:4","καταφάγῃ.","V- 3AAS-S--","κατεσθίω"],
["12:5","καὶ","C- --------","καί"],
["12:5","ἔτεκεν","V- 3AAI-S--","τίκτω"],
["12:5","υἱόν,","N- ----ASM-","υἱός"],
["12:5","⸀ἄρσεν,","A- ----ASN-","ἄρσην"],
["12:5","ὃς","RR ----NSM-","ὅς"],
["12:5","μέλλει","V- 3PAI-S--","μέλλω"],
["12:5","ποιμαίνειν","V- -PAN----","ποιμαίνω"],
["12:5","πάντα","A- ----APN-","πᾶς"],
["12:5","τὰ","RA ----APN-","ὁ"],
["12:5","ἔθνη","N- ----APN-","ἔθνος"],
["12:5","ἐν","P- --------","ἐν"],
["12:5","ῥάβδῳ","N- ----DSF-","ῥάβδος"],
["12:5","σιδηρᾷ·","A- ----DSF-","σιδηροῦς"],
["12:5","καὶ","C- --------","καί"],
["12:5","ἡρπάσθη","V- 3API-S--","ἁρπάζω"],
["12:5","τὸ","RA ----NSN-","ὁ"],
["12:5","τέκνον","N- ----NSN-","τέκνον"],
["12:5","αὐτῆς","RP ----GSF-","αὐτός"],
["12:5","πρὸς","P- --------","πρός"],
["12:5","τὸν","RA ----ASM-","ὁ"],
["12:5","θεὸν","N- ----ASM-","θεός"],
["12:5","καὶ","C- --------","καί"],
["12:5","πρὸς","P- --------","πρός"],
["12:5","τὸν","RA ----ASM-","ὁ"],
["12:5","θρόνον","N- ----ASM-","θρόνος"],
["12:5","αὐτοῦ.","RP ----GSM-","αὐτός"],
["12:6","καὶ","C- --------","καί"],
["12:6","ἡ","RA ----NSF-","ὁ"],
["12:6","γυνὴ","N- ----NSF-","γυνή"],
["12:6","ἔφυγεν","V- 3AAI-S--","φεύγω"],
["12:6","εἰς","P- --------","εἰς"],
["12:6","τὴν","RA ----ASF-","ὁ"],
["12:6","ἔρημον,","A- ----ASF-","ἔρημος"],
["12:6","ὅπου","D- --------","ὅπου"],
["12:6","ἔχει","V- 3PAI-S--","ἔχω"],
["12:6","ἐκεῖ","D- --------","ἐκεῖ"],
["12:6","τόπον","N- ----ASM-","τόπος"],
["12:6","ἡτοιμασμένον","V- -XPPASM-","ἑτοιμάζω"],
["12:6","⸀ἀπὸ","P- --------","ἀπό"],
["12:6","τοῦ","RA ----GSM-","ὁ"],
["12:6","θεοῦ,","N- ----GSM-","θεός"],
["12:6","ἵνα","C- --------","ἵνα"],
["12:6","ἐκεῖ","D- --------","ἐκεῖ"],
["12:6","⸀τρέφωσιν","V- 3PAS-P--","τρέφω"],
["12:6","αὐτὴν","RP ----ASF-","αὐτός"],
["12:6","ἡμέρας","N- ----APF-","ἡμέρα"],
["12:6","χιλίας","A- ----APF-","χίλιοι"],
["12:6","διακοσίας","A- ----APF-","διακόσιοι"],
["12:6","ἑξήκοντα.","A- ----APF-","ἑξήκοντα"],
["12:7","Καὶ","C- --------","καί"],
["12:7","ἐγένετο","V- 3AMI-S--","γίνομαι"],
["12:7","πόλεμος","N- ----NSM-","πόλεμος"],
["12:7","ἐν","P- --------","ἐν"],
["12:7","τῷ","RA ----DSM-","ὁ"],
["12:7","οὐρανῷ,","N- ----DSM-","οὐρανός"],
["12:7","ὁ","RA ----NSM-","ὁ"],
["12:7","Μιχαὴλ","N- ----NSM-","Μιχαήλ"],
["12:7","καὶ","C- --------","καί"],
["12:7","οἱ","RA ----NPM-","ὁ"],
["12:7","ἄγγελοι","N- ----NPM-","ἄγγελος"],
["12:7","αὐτοῦ","RP ----GSM-","αὐτός"],
["12:7","⸀τοῦ","RA ----GSN-","ὁ"],
["12:7","πολεμῆσαι","V- -AAN----","πολεμέω"],
["12:7","μετὰ","P- --------","μετά"],
["12:7","τοῦ","RA ----GSM-","ὁ"],
["12:7","δράκοντος.","N- ----GSM-","δράκων"],
["12:7","καὶ","C- --------","καί"],
["12:7","ὁ","RA ----NSM-","ὁ"],
["12:7","δράκων","N- ----NSM-","δράκων"],
["12:7","ἐπολέμησεν","V- 3AAI-S--","πολεμέω"],
["12:7","καὶ","C- --------","καί"],
["12:7","οἱ","RA ----NPM-","ὁ"],
["12:7","ἄγγελοι","N- ----NPM-","ἄγγελος"],
["12:7","αὐτοῦ,","RP ----GSM-","αὐτός"],
["12:8","καὶ","C- --------","καί"],
["12:8","οὐκ","D- --------","οὐ"],
["12:8","⸀ἴσχυσεν,","V- 3AAI-S--","ἰσχύω"],
["12:8","οὐδὲ","C- --------","οὐδέ"],
["12:8","τόπος","N- ----NSM-","τόπος"],
["12:8","εὑρέθη","V- 3API-S--","εὑρίσκω"],
["12:8","⸀αὐτῶν","RP ----GPM-","αὐτός"],
["12:8","ἔτι","D- --------","ἔτι"],
["12:8","ἐν","P- --------","ἐν"],
["12:8","τῷ","RA ----DSM-","ὁ"],
["12:8","οὐρανῷ.","N- ----DSM-","οὐρανός"],
["12:9","καὶ","C- --------","καί"],
["12:9","ἐβλήθη","V- 3API-S--","βάλλω"],
["12:9","ὁ","RA ----NSM-","ὁ"],
["12:9","δράκων","N- ----NSM-","δράκων"],
["12:9","ὁ","RA ----NSM-","ὁ"],
["12:9","μέγας,","A- ----NSM-","μέγας"],
["12:9","ὁ","RA ----NSM-","ὁ"],
["12:9","ὄφις","N- ----NSM-","ὄφις"],
["12:9","ὁ","RA ----NSM-","ὁ"],
["12:9","ἀρχαῖος,","A- ----NSM-","ἀρχαῖος"],
["12:9","ὁ","RA ----NSM-","ὁ"],
["12:9","καλούμενος","V- -PPPNSM-","καλέω"],
["12:9","Διάβολος","A- ----NSM-","Διάβολος"],
["12:9","καὶ","C- --------","καί"],
["12:9","⸀ὁ","RA ----NSM-","ὁ"],
["12:9","Σατανᾶς,","N- ----NSM-","Σατανᾶς"],
["12:9","ὁ","RA ----NSM-","ὁ"],
["12:9","πλανῶν","V- -PAPNSM-","πλανάω"],
["12:9","τὴν","RA ----ASF-","ὁ"],
["12:9","οἰκουμένην","N- ----ASF-","οἰκουμένη"],
["12:9","ὅλην—","A- ----ASF-","ὅλος"],
["12:9","ἐβλήθη","V- 3API-S--","βάλλω"],
["12:9","εἰς","P- --------","εἰς"],
["12:9","τὴν","RA ----ASF-","ὁ"],
["12:9","γῆν,","N- ----ASF-","γῆ"],
["12:9","καὶ","C- --------","καί"],
["12:9","οἱ","RA ----NPM-","ὁ"],
["12:9","ἄγγελοι","N- ----NPM-","ἄγγελος"],
["12:9","αὐτοῦ","RP ----GSM-","αὐτός"],
["12:9","μετ’","P- --------","μετά"],
["12:9","αὐτοῦ","RP ----GSM-","αὐτός"],
["12:9","ἐβλήθησαν.","V- 3API-P--","βάλλω"],
["12:10","Καὶ","C- --------","καί"],
["12:10","ἤκουσα","V- 1AAI-S--","ἀκούω"],
["12:10","φωνὴν","N- ----ASF-","φωνή"],
["12:10","μεγάλην","A- ----ASF-","μέγας"],
["12:10","ἐν","P- --------","ἐν"],
["12:10","τῷ","RA ----DSM-","ὁ"],
["12:10","οὐρανῷ","N- ----DSM-","οὐρανός"],
["12:10","λέγουσαν·","V- -PAPASF-","λέγω"],
["12:10","Ἄρτι","D- --------","ἄρτι"],
["12:10","ἐγένετο","V- 3AMI-S--","γίνομαι"],
["12:10","ἡ","RA ----NSF-","ὁ"],
["12:10","σωτηρία","N- ----NSF-","σωτηρία"],
["12:10","καὶ","C- --------","καί"],
["12:10","ἡ","RA ----NSF-","ὁ"],
["12:10","δύναμις","N- ----NSF-","δύναμις"],
["12:10","καὶ","C- --------","καί"],
["12:10","ἡ","RA ----NSF-","ὁ"],
["12:10","βασιλεία","N- ----NSF-","βασιλεία"],
["12:10","τοῦ","RA ----GSM-","ὁ"],
["12:10","θεοῦ","N- ----GSM-","θεός"],
["12:10","ἡμῶν","RP ----GP--","ἐγώ"],
["12:10","καὶ","C- --------","καί"],
["12:10","ἡ","RA ----NSF-","ὁ"],
["12:10","ἐξουσία","N- ----NSF-","ἐξουσία"],
["12:10","τοῦ","RA ----GSM-","ὁ"],
["12:10","χριστοῦ","N- ----GSM-","Χριστός"],
["12:10","αὐτοῦ,","RP ----GSM-","αὐτός"],
["12:10","ὅτι","C- --------","ὅτι"],
["12:10","ἐβλήθη","V- 3API-S--","βάλλω"],
["12:10","ὁ","RA ----NSM-","ὁ"],
["12:10","⸀κατήγωρ","N- ----NSM-","κατήγωρ"],
["12:10","τῶν","RA ----GPM-","ὁ"],
["12:10","ἀδελφῶν","N- ----GPM-","ἀδελφός"],
["12:10","ἡμῶν,","RP ----GP--","ἐγώ"],
["12:10","ὁ","RA ----NSM-","ὁ"],
["12:10","κατηγορῶν","V- -PAPNSM-","κατηγορέω"],
["12:10","⸀αὐτοὺς","RP ----APM-","αὐτός"],
["12:10","ἐνώπιον","P- --------","ἐνώπιον"],
["12:10","τοῦ","RA ----GSM-","ὁ"],
["12:10","θεοῦ","N- ----GSM-","θεός"],
["12:10","ἡμῶν","RP ----GP--","ἐγώ"],
["12:10","ἡμέρας","N- ----GSF-","ἡμέρα"],
["12:10","καὶ","C- --------","καί"],
["12:10","νυκτός.","N- ----GSF-","νύξ"],
["12:11","καὶ","C- --------","καί"],
["12:11","αὐτοὶ","RP ----NPM-","αὐτός"],
["12:11","ἐνίκησαν","V- 3AAI-P--","νικάω"],
["12:11","αὐτὸν","RP ----ASM-","αὐτός"],
["12:11","διὰ","P- --------","διά"],
["12:11","τὸ","RA ----ASN-","ὁ"],
["12:11","αἷμα","N- ----ASN-","αἷμα"],
["12:11","τοῦ","RA ----GSN-","ὁ"],
["12:11","ἀρνίου","N- ----GSN-","ἀρνίον"],
["12:11","καὶ","C- --------","καί"],
["12:11","διὰ","P- --------","διά"],
["12:11","τὸν","RA ----ASM-","ὁ"],
["12:11","λόγον","N- ----ASM-","λόγος"],
["12:11","τῆς","RA ----GSF-","ὁ"],
["12:11","μαρτυρίας","N- ----GSF-","μαρτυρία"],
["12:11","αὐτῶν,","RP ----GPM-","αὐτός"],
["12:11","καὶ","C- --------","καί"],
["12:11","οὐκ","D- --------","οὐ"],
["12:11","ἠγάπησαν","V- 3AAI-P--","ἀγαπάω"],
["12:11","τὴν","RA ----ASF-","ὁ"],
["12:11","ψυχὴν","N- ----ASF-","ψυχή"],
["12:11","αὐτῶν","RP ----GPM-","αὐτός"],
["12:11","ἄχρι","P- --------","ἄχρι"],
["12:11","θανάτου·","N- ----GSM-","θάνατος"],
["12:12","διὰ","P- --------","διά"],
["12:12","τοῦτο","RD ----ASN-","οὗτος"],
["12:12","εὐφραίνεσθε,","V- 2PPD-P--","εὐφραίνω"],
["12:12","⸀οἱ","RA ----VPM-","ὁ"],
["12:12","οὐρανοὶ","N- ----VPM-","οὐρανός"],
["12:12","καὶ","C- --------","καί"],
["12:12","οἱ","RA ----VPM-","ὁ"],
["12:12","ἐν","P- --------","ἐν"],
["12:12","αὐτοῖς","RP ----DPM-","αὐτός"],
["12:12","σκηνοῦντες.","V- -PAPVPM-","σκηνόω"],
["12:12","οὐαὶ","X- --------","οὐαί"],
["12:12","⸂τὴν","RA ----ASF-","ὁ"],
["12:12","γῆν","N- ----ASF-","γῆ"],
["12:12","καὶ","C- --------","καί"],
["12:12","τὴν","RA ----ASF-","ὁ"],
["12:12","θάλασσαν⸃,","N- ----ASF-","θάλασσα"],
["12:12","ὅτι","C- --------","ὅτι"],
["12:12","κατέβη","V- 3AAI-S--","καταβαίνω"],
["12:12","ὁ","RA ----NSM-","ὁ"],
["12:12","διάβολος","A- ----NSM-","διάβολος"],
["12:12","πρὸς","P- --------","πρός"],
["12:12","ὑμᾶς,","RP ----AP--","σύ"],
["12:12","ἔχων","V- -PAPNSM-","ἔχω"],
["12:12","θυμὸν","N- ----ASM-","θυμός"],
["12:12","μέγαν,","A- ----ASM-","μέγας"],
["12:12","εἰδὼς","V- -XAPNSM-","ὁράω"],
["12:12","ὅτι","C- --------","ὅτι"],
["12:12","ὀλίγον","A- ----ASM-","ὀλίγος"],
["12:12","καιρὸν","N- ----ASM-","καιρός"],
["12:12","ἔχει.","V- 3PAI-S--","ἔχω"],
["12:13","Καὶ","C- --------","καί"],
["12:13","ὅτε","C- --------","ὅτε"],
["12:13","εἶδεν","V- 3AAI-S--","ὁράω"],
["12:13","ὁ","RA ----NSM-","ὁ"],
["12:13","δράκων","N- ----NSM-","δράκων"],
["12:13","ὅτι","C- --------","ὅτι"],
["12:13","ἐβλήθη","V- 3API-S--","βάλλω"],
["12:13","εἰς","P- --------","εἰς"],
["12:13","τὴν","RA ----ASF-","ὁ"],
["12:13","γῆν,","N- ----ASF-","γῆ"],
["12:13","ἐδίωξεν","V- 3AAI-S--","διώκω"],
["12:13","τὴν","RA ----ASF-","ὁ"],
["12:13","γυναῖκα","N- ----ASF-","γυνή"],
["12:13","ἥτις","RR ----NSF-","ὅστις"],
["12:13","ἔτεκεν","V- 3AAI-S--","τίκτω"],
["12:13","τὸν","RA ----ASM-","ὁ"],
["12:13","ἄρσενα.","A- ----ASM-","ἄρσην"],
["12:14","καὶ","C- --------","καί"],
["12:14","ἐδόθησαν","V- 3API-P--","δίδωμι"],
["12:14","τῇ","RA ----DSF-","ὁ"],
["12:14","γυναικὶ","N- ----DSF-","γυνή"],
["12:14","⸀αἱ","RA ----NPF-","ὁ"],
["12:14","δύο","A- ----NPF-","δύο"],
["12:14","πτέρυγες","N- ----NPF-","πτέρυξ"],
["12:14","τοῦ","RA ----GSM-","ὁ"],
["12:14","ἀετοῦ","N- ----GSM-","ἀετός"],
["12:14","τοῦ","RA ----GSM-","ὁ"],
["12:14","μεγάλου,","A- ----GSM-","μέγας"],
["12:14","ἵνα","C- --------","ἵνα"],
["12:14","πέτηται","V- 3PMS-S--","πέτομαι"],
["12:14","εἰς","P- --------","εἰς"],
["12:14","τὴν","RA ----ASF-","ὁ"],
["12:14","ἔρημον","A- ----ASF-","ἔρημος"],
["12:14","εἰς","P- --------","εἰς"],
["12:14","τὸν","RA ----ASM-","ὁ"],
["12:14","τόπον","N- ----ASM-","τόπος"],
["12:14","αὐτῆς,","RP ----GSF-","αὐτός"],
["12:14","⸂ὅπου","D- --------","ὅπου"],
["12:14","τρέφεται⸃","V- 3PPI-S--","τρέφω"],
["12:14","ἐκεῖ","D- --------","ἐκεῖ"],
["12:14","καιρὸν","N- ----ASM-","καιρός"],
["12:14","καὶ","C- --------","καί"],
["12:14","καιροὺς","N- ----APM-","καιρός"],
["12:14","καὶ","C- --------","καί"],
["12:14","ἥμισυ","A- ----ASN-","ἥμισυς"],
["12:14","καιροῦ","N- ----GSM-","καιρός"],
["12:14","ἀπὸ","P- --------","ἀπό"],
["12:14","προσώπου","N- ----GSN-","πρόσωπον"],
["12:14","τοῦ","RA ----GSM-","ὁ"],
["12:14","ὄφεως.","N- ----GSM-","ὄφις"],
["12:15","καὶ","C- --------","καί"],
["12:15","ἔβαλεν","V- 3AAI-S--","βάλλω"],
["12:15","ὁ","RA ----NSM-","ὁ"],
["12:15","ὄφις","N- ----NSM-","ὄφις"],
["12:15","ἐκ","P- --------","ἐκ"],
["12:15","τοῦ","RA ----GSN-","ὁ"],
["12:15","στόματος","N- ----GSN-","στόμα"],
["12:15","αὐτοῦ","RP ----GSM-","αὐτός"],
["12:15","ὀπίσω","P- --------","ὀπίσω"],
["12:15","τῆς","RA ----GSF-","ὁ"],
